
0.0296448 0.0187534 0.000601524
0.0296336 0.01875 0.000601524

0.0296632 0.018759 0.000601524
0.0296448 0.0187534 0.000601524

0.0296998 0.01877 0.000601524
0.0296941 0.0187683 0.000601524

0.0296815 0.0187645 0.000601524
0.0296632 0.018759 0.000601524

0.0296942 0.0187683 0.000601524
0.0296815 0.0187645 0.000601524

0.0297181 0.0187756 0.000601524
0.0296998 0.01877 0.000601524

0.0297364 0.0187811 0.000601524
0.0297181 0.0187755 0.000601524

0.0298829 0.0188252 0.000601524
0.0298764 0.0188233 0.000601524

0.029773 0.0187921 0.000601524
0.0297548 0.0187866 0.000601524

0.0297913 0.0187976 0.000601524
0.029773 0.0187921 0.000601524

0.0298096 0.0188032 0.000601524
0.0297913 0.0187976 0.000601524

0.0297547 0.0187866 0.000601524
0.0297364 0.0187811 0.000601524

0.0297549 0.0187866 0.000601524
0.0297547 0.0187866 0.000601524

0.029828 0.0188087 0.000601524
0.0298155 0.0188049 0.000601524

0.0298463 0.0188142 0.000601524
0.029828 0.0188087 0.000601524

0.0298155 0.0188049 0.000601524
0.0298096 0.0188032 0.000601524

0.0298646 0.0188197 0.000601524
0.0298463 0.0188142 0.000601524

0.0298764 0.0188233 0.000601524
0.0298646 0.0188197 0.000601524

0.0301209 0.0188966 0.000601524
0.0301206 0.0188965 0.000601524

0.0301392 0.0189021 0.000601524
0.0301209 0.0188966 0.000601524

0.0301575 0.0189076 0.000601524
0.0301392 0.0189021 0.000601524

0.0301758 0.018913 0.000601524
0.0301575 0.0189075 0.000601524

0.0299012 0.0188307 0.000601524
0.0298829 0.0188252 0.000601524

0.0299195 0.0188362 0.000601524
0.0299012 0.0188307 0.000601524

0.0299378 0.0188417 0.000601524
0.0299373 0.0188416 0.000601524

0.0299561 0.0188472 0.000601524
0.0299378 0.0188417 0.000601524

0.0299373 0.0188416 0.000601524
0.0299195 0.0188362 0.000601524

0.030011 0.0188637 0.000601524
0.0299983 0.0188599 0.000601524

0.0300293 0.0188692 0.000601524
0.030011 0.0188637 0.000601524

0.0299744 0.0188527 0.000601524
0.0299561 0.0188472 0.000601524

0.0299927 0.0188582 0.000601524
0.0299744 0.0188527 0.000601524

0.0299983 0.0188599 0.000601524
